ID,Start time,Completion time,Email,Name,Total points,Quiz feedback,Which of the following is true about your experience with TeamUp! in tutorial?  (please select all that apply),Points - Which of the following is true about your experience with TeamUp! in tutorial?  (please select all that apply),Feedback - Which of the following is true about your experience with TeamUp! in tutorial?  (please select all that apply),Do you have any additional feedback about TeamUp! that you would like to share?,Points - Do you have any additional feedback about TeamUp! that you would like to share?,Feedback - Do you have any additional feedback about TeamUp! that you would like to share?,Do you read the weekly newsletter?,Points - Do you read the weekly newsletter?,Feedback - Do you read the weekly newsletter?,Which of the following is true for you about the newsletter? (choose as many options as apply),Points - Which of the following is true for you about the newsletter? (choose as many options as apply),Feedback - Which of the following is true for you about the newsletter? (choose as many options as apply),Any other feedback about the newsletter?,Points - Any other feedback about the newsletter?,Feedback - Any other feedback about the newsletter?,Why not? (you can select more than one response),Points - Why not? (you can select more than one response),Feedback - Why not? (you can select more than one response),Anything else you would like to share about the newsletter?,Points - Anything else you would like to share about the newsletter?,Feedback - Anything else you would like to share about the newsletter?,Did you attend the Study Skills workshop or watch the recording?,Points - Did you attend the Study Skills workshop or watch the recording?,Feedback - Did you attend the Study Skills workshop or watch the recording?,How useful did you find the Study Skills workshop?,Points - How useful did you find the Study Skills workshop?,Feedback - How useful did you find the Study Skills workshop?,Any other feedback about the Study Skills workshop?,Points - Any other feedback about the Study Skills workshop?,Feedback - Any other feedback about the Study Skills workshop?,Did you attend the Test #1 Debrief session or watch the recording?,Points - Did you attend the Test #1 Debrief session or watch the recording?,Feedback - Did you attend the Test #1 Debrief session or watch the recording?,How useful did you find the Test #1 Debrief session?,Points - How useful did you find the Test #1 Debrief session?,Feedback - How useful did you find the Test #1 Debrief session?,Any other feedback about the Test #1 Debrief session?,Points - Any other feedback about the Test #1 Debrief session?,Feedback - Any other feedback about the Test #1 Debrief session?,Anything else you would like to share with the CHM 135 teaching team?,Points - Anything else you would like to share with the CHM 135 teaching team?,Feedback - Anything else you would like to share with the CHM 135 teaching team?,Do you feel Lab #1 increased your confidence using Excel?,Points - Do you feel Lab #1 increased your confidence using Excel?,Feedback - Do you feel Lab #1 increased your confidence using Excel?,Do you feel Lab #1 increased your confidence analyzing data (e.g. interpreting trendlines and plots)?,Points - Do you feel Lab #1 increased your confidence analyzing data (e.g. interpreting trendlines and plots)?,Feedback - Do you feel Lab #1 increased your confidence analyzing data (e.g. interpreting trendlines and plots)?,Did the experience using Excel in Lab 1 help you to complete the necessary Excel calculations and graphs for the other CHM135 labs?,Points - Did the experience using Excel in Lab 1 help you to complete the necessary Excel calculations and graphs for the other CHM135 labs?,Feedback - Did the experience using Excel in Lab 1 help you to complete the necessary Excel calculations and graphs for the other CHM135 labs?,Any additional feedback on Lab 1 that you would like the teaching team to know? Both positive feedback and constructive criticism are welcome.,Points - Any additional feedback on Lab 1 that you would like the teaching team to know? Both positive feedback and constructive criticism are welcome.,Feedback - Any additional feedback on Lab 1 that you would like the teaching team to know? Both positive feedback and constructive criticism are welcome.
263,11-6-21 10:54:31,11-6-21 11:08:35,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It is hard for me to participate because I can't turn on my camera or unmute.
;I find the time allocated to TeamUp! too long.
;",,,There almost always seem to be a problem with people seeing the teamup questions but its fine if someone shares the screen. Its just that about 5-10 mins goes towards figuring out how to get people to see the question. But at the end we always see the result so i don't know what's up with that. Otherwise its good :),,,"At least some of the time
",,,"I like the tips from the teaching team.
;The newsletter makes me feel more connected to the teaching team.
;The newsletter makes me feel more connected to the course.
;I like the advice from former students.
;",,,,,,,,,,,,Yes,,,Somewhat useful,,,,,,Yes,,,Somewhat useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
264,11-6-21 13:05:21,11-6-21 13:06:34,anonymous,,,,"I find it useful to see past test questions.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;",,,,,,"At least some of the time
",,,"I like the weekly reminders.
;",,,,,,,,,,,,No,,,,,,,,,Yes,,,Somewhat useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"It was good practice, but I didn’t learn anything new",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
265,11-6-21 14:56:22,11-6-21 14:58:25,anonymous,,,,"It's frustrating because other people in my group don't turn on their camera and/or unmute.
;I find the time allocated to TeamUp! too short.;",,,,,,"At least some of the time
",,,"I like the tips from the teaching team.
;I like the pictures!
;The newsletter makes me feel more connected to the teaching team.
;The newsletter makes me feel more connected to the course.
;",,,,,,,,,,,,No,,,,,,,,,Yes,,,Somewhat useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
266,11-6-21 15:43:10,11-6-21 15:45:42,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;I like the advice from former students.
;I like the information about the department (the last thing in the newsletter)
;The newsletter makes me feel more connected to the teaching team.
;",,,,,,,,,,,,Yes,,,Somewhat useful,,,,,,Yes,,,Extremely useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
267,11-6-21 16:24:26,11-6-21 16:25:57,anonymous,,,,"I find it useful to see past test questions.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;I find the time allocated to TeamUp! too short.;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the discussion board links.
;I like the advice from former students.
;",,,,,,,,,,,,No,,,,,,,,,No,,,,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, but I was already quite confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
268,11-6-21 16:35:38,11-6-21 16:37:12,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;I like the discussion board links.
;I like the advice from former students.
;I like the information about the department (the last thing in the newsletter)
;The newsletter makes me feel more connected to the teaching team.
;The newsletter makes me feel more connected to the course.
;",,,,,,,,,,,,No,,,,,,,,,Yes,,,Extremely useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
269,11-6-21 18:22:24,11-6-21 18:22:34,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the tips from the teaching team.
;I like the advice from former students.
;I like the information about the department (the last thing in the newsletter)
;The newsletter makes me feel more connected to the teaching team.
;The newsletter makes me feel more connected to the course.
;I like the weekly reminders.
;",,,,,,,,,,,,Yes,,,Somewhat useful,,,,,,Yes,,,Somewhat useful,,,,,,,,,"Yes, but I was already quite confident",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 was helpful but I was already quite comfortable with Excel",,,,,
270,11-6-21 20:12:34,11-6-21 20:14:36,anonymous,,,,"I find it useful to see past test questions.
;It is hard for me to participate because I can't turn on my camera or unmute.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;I like the discussion board links.
;I like the advice from former students.
;I like the information about the department (the last thing in the newsletter)
;The newsletter makes me feel more connected to the teaching team.
;The newsletter makes me feel more connected to the course.
;",,,,,,,,,,,,No,,,,,,,,,No,,,,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
271,11-6-21 21:33:07,11-6-21 21:38:53,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;I find the time allocated to TeamUp! too short.;",,,,,,No,,,,,,,,,"I am overwhelmed with other things.
",,,,,,No,,,,,,,,,No,,,,,,,,,allocating more time per question for test one would be very helpful,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
272,11-7-21 1:43:29,11-7-21 1:49:40,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It has let me get to know some of my classmates.
;",,,,,,"At least some of the time
",,,"I like the weekly reminders.
;I like the tips from the teaching team.
;",,,,,,,,,,,,No,,,,,,,,,No,,,,,,,,,"For the second part of CHM 135 (Kinetics, Equilibrium, Acids & Bases), I felt like the time allocated for the content covered in the lecture slides was not enough. We usually had to rush through some concepts due to time limitations, and although I appreciate that the professor uploaded recordings of the material we couldn't cover in the synchronous sessions for us to watch on our own, I believe it would be nicer if the content is revised in a way that we can cover everything in 1-hour classes.",,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
273,11-7-21 7:31:26,11-7-21 7:38:55,anonymous,,,,"I like working through problems with my peers.
;I find it useful to see past test questions.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;",,,,,,,,,,,,No,,,,,,,,,Yes,,,Extremely useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
274,11-7-21 12:33:38,11-7-21 12:35:18,anonymous,,,,"It's frustrating because other people in my group don't turn on their camera and/or unmute.
;",,,,,,"At least some of the time
",,,"I like the weekly reminders.
;I like the tips from the teaching team.
;The newsletter makes me feel more connected to the teaching team.
;",,,,,,,,,,,,No,,,,,,,,,Yes,,,Neutral,,,,,,,,,Not really,,,"It was good practice, but I didn’t learn anything new",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
275,11-7-21 14:05:03,11-7-21 14:09:50,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;",,,,,,,,,,,,No,,,,,,,,,No,,,,,,,,,,,,"Yes, but I was already quite confident",,,"Yes, but I was already quite confident",,,"Yes, I feel the Excel component of Lab 1 was helpful but I was already quite comfortable with Excel",,,,,
276,11-7-21 16:00:31,11-7-21 16:03:26,anonymous,,,,"It has let me get to know some of my classmates.
;I find the time allocated to TeamUp! too long.
;",,,"Maybe giving one or two more questions would make the quiz more interesting and variable, because only having 1 question cannot help us identify our problems. ",,,No,,,,,,,,,"I am overwhelmed with other things.
",,,,,,No,,,,,,,,,No,,,,,,,,,,,,"It was good practice, but I didn’t learn anything new",,,"It was good practice, but I didn’t learn anything new",,,"Yes, I feel the Excel component of Lab 1 was helpful but I was already quite comfortable with Excel",,,,,
277,11-7-21 16:20:32,11-7-21 16:22:09,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It has let me get to know some of my classmates.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;I like the advice from former students.
;I like the information about the department (the last thing in the newsletter)
;The newsletter makes me feel more connected to the teaching team.
;The newsletter makes me feel more connected to the course.
;",,,,,,,,,,,,No,,,,,,,,,No,,,,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
278,11-7-21 16:52:21,11-7-21 16:54:26,anonymous,,,,"I find it useful to see past test questions.
;",,,,,,"At least some of the time
",,,"I like the weekly reminders.
;I like the pictures!
;I like the advice from former students.
;The newsletter makes me feel more connected to the course.
;",,,,,,,,,,,,No,,,,,,,,,Yes,,,Somewhat useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
279,11-7-21 17:35:14,11-7-21 17:35:24,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;",,,,,,,,,,,,No,,,,,,,,,Yes,,,Somewhat useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
280,11-7-21 18:11:38,11-7-21 18:17:19,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;",,,"It's pretty good because it keeps us on top of the course material. But only one or two people keep their cameras on during my tutorials, and often times everyone has their cameras off during the TeamUp thing. So I don't really get to know my classmates, but hopefully once things are in person again, things will be better :)",,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;I like the information about the department (the last thing in the newsletter)
;The newsletter makes me feel more connected to the teaching team.
;The newsletter makes me feel more connected to the course.
;",,,I really like it! Keep it up!,,,,,,,,,No,,,,,,,,,No,,,,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, but I was already quite confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,"It was good to have the excel refresher and I really appreciated the pdf that had all of the little details on how to do different things on excel. I think it was a lot easier for me because I took data management in grade 12, so I was much more familiar with standard deviation, etc. ",,
281,11-7-21 21:35:45,11-7-21 21:37:03,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;",,,,,,,,,,,,No,,,,,,,,,Yes,,,Extremely useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
282,11-7-21 21:39:39,11-7-21 21:44:02,anonymous,,,,"I find it useful to see past test questions.
;",,,"The experience depends on the group you have, sometimes is excellent and sometimes not so good.",,,"At least some of the time
",,,"I like the weekly reminders.
;I like the pictures!
;I like the tips from the teaching team.
;I like the discussion board links.
;I like the advice from former students.
;The newsletter makes me feel more connected to the teaching team.
;The newsletter makes me feel more connected to the course.
;",,,,,,,,,,,,Yes,,,Neutral,,,,,,Yes,,,Somewhat useful,,,,,,I honestly think the team is doing its best for us to have the best experience.,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
283,11-7-21 22:14:49,11-7-21 22:16:08,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;I like the advice from former students.
;",,,,,,,,,,,,No,,,,,,,,,Yes,,,Somewhat useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
284,11-8-21 1:16:14,11-8-21 1:18:54,anonymous,,,,"It's frustrating because other people in my group don't turn on their camera and/or unmute.
;I find it useful to see past test questions.
;",,,Allowing students to join the team up later and still be able to see the question.,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;The newsletter makes me feel more connected to the course.
;The newsletter makes me feel more connected to the teaching team.
;",,,,,,,,,,,,No,,,,,,,,,No,,,,,,,,,keep up the good work! I know it must be hard to keep up with all the students and be able to teach at the same time.,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
285,11-8-21 1:21:16,11-8-21 1:22:14,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It has let me get to know some of my classmates.
;I find the time allocated to TeamUp! too short.;",,,,,,"At least some of the time
",,,"I like the weekly reminders.
;I like the pictures!
;",,,,,,,,,,,,No,,,,,,,,,Yes,,,Somewhat useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
286,11-8-21 5:37:12,11-8-21 5:40:09,anonymous,,,,"I like working through problems with my peers.
;I find it useful to see past test questions.
;",,,,,,"At least some of the time
",,,"I like the weekly reminders.
;The newsletter makes me feel more connected to the course.
;",,,,,,,,,,,,No,,,,,,,,,Yes,,,Somewhat useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
287,11-8-21 10:46:46,11-8-21 10:49:48,anonymous,,,,"I find the time allocated to TeamUp! too short.;I find it useful to see past test questions.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;",,,"Rarely does my group work through it together, most of the time we all work on it separately than share our answers. Most of the time there is 1 or 2 people who participate, and all the others say nothing. ",,,"At least some of the time
",,,"I like the weekly reminders.
;The newsletter makes me feel more connected to the course.
;The newsletter makes me feel more connected to the teaching team.
;",,,,,,,,,,,,No,,,,,,,,,Yes,,,Extremely useful,,,,,,,,,"It was good practice, but I didn’t learn anything new",,,Not really,,,"Yes, I feel the Excel component of Lab 1 was helpful but I was already quite comfortable with Excel",,,,,
288,11-8-21 12:02:53,11-8-21 12:15:17,anonymous,,,,"I like working through problems with my peers.
;I find it useful to see past test questions.
;It is hard for me to participate because I can't turn on my camera or unmute.
;",,,"TeamUp web is not loading the questions for every member ( even after multiple refreshes) , and sometimes I had to ask others to share their screen to see the question.",,,"At least some of the time
",,,"I like the weekly reminders.
;The newsletter makes me feel more connected to the course.
;I like the tips from the teaching team.
;",,,,,,,,,,,,No,,,,,,,,,No,,,,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, but I was already quite confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,It would be great to add some hints for conceptual questions in lab report.,,
289,11-8-21 14:15:17,11-8-21 14:16:36,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It has let me get to know some of my classmates.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;I like the advice from former students.
;I like the information about the department (the last thing in the newsletter)
;The newsletter makes me feel more connected to the teaching team.
;The newsletter makes me feel more connected to the course.
;",,,,,,,,,,,,Yes,,,Somewhat useful,,,,,,No,,,,,,,,,I have really enjoyed this course so far!,,,"Yes, I feel much more confident using Excel",,,"Yes, but I was already quite confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
290,11-8-21 14:47:13,11-8-21 14:48:12,anonymous,,,,"I like working through problems with my peers.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;",,,,,,,,,,,,No,,,,,,,,,No,,,,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, but I was already quite confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
291,11-8-21 14:59:50,11-8-21 15:01:57,anonymous,,,,"I find the time allocated to TeamUp! too short.;I like working through problems with my peers.
;I find it useful to see past test questions.
;",,,,,,No,,,,,,,,,"I am overwhelmed with other things.
",,,,,,No,,,,,,,,,No,,,,,,,,,,,,Not really,,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 was helpful but I was already quite comfortable with Excel",,,,,
292,11-8-21 16:37:54,11-8-21 16:42:44,anonymous,,,,"I find it useful to see past test questions.
;",,,"I am not sure if this is a common issue but sometimes the question does not appear for anyone who isn't the driver, so the driver has to share their screen in order for everyone else to participate. While this is usually not too much of a hassle, I would just like for you to be aware of this.",,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;I like the discussion board links.
;I like the advice from former students.
;I like the information about the department (the last thing in the newsletter)
;The newsletter makes me feel more connected to the teaching team.
;The newsletter makes me feel more connected to the course.
;",,,,,,,,,,,,No,,,,,,,,,Yes,,,Extremely useful,,,,,,"Regarding the labs, I have mine on the Mondays of week 1. Sometimes we haven't yet covered the material the pre-lab is on by the time I have to submit it, and this has resulted in some difficulties especially with labs 4 and 5. It would be great if there could be a little more assistance with the pre-labs provided in the lab readings. ",,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
293,11-8-21 16:51:35,11-8-21 16:52:39,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;I find the time allocated to TeamUp! too short.;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;The newsletter makes me feel more connected to the teaching team.
;The newsletter makes me feel more connected to the course.
;",,,,,,,,,,,,No,,,,,,,,,No,,,,,,,,,,,,"It was good practice, but I didn’t learn anything new",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
294,11-8-21 17:08:35,11-8-21 17:11:22,anonymous,,,,"I find it useful to see past test questions.
;",,,The time we get for the teamup quiz is just enough. ,,,"At least some of the time
",,,"I like the pictures!
;I like the tips from the teaching team.
;I like the discussion board links.
;I like the advice from former students.
;The newsletter makes me feel more connected to the course.
;",,,I enjoy the newsletter.,,,,,,,,,Yes,,,Extremely useful,,,It was absolutely excellent. The profs really knew what they were talking about. ,,,No,,,,,,,,,Thank you for being awesome!,,,"Yes, but I was already quite confident",,,"Yes, but I was already quite confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,I loved how the data we were analyzing was real data from Toronto. It reminds us that the analyses we do and concepts we learn from the course are applicable to the real world.,,
295,11-8-21 17:37:20,11-8-21 17:38:43,anonymous,,,,"I like working through problems with my peers.
;",,,,,,No,,,,,,,,,"I am overwhelmed with other things.
",,,,,,Yes,,,Somewhat useful,,,,,,Yes,,,Somewhat not useful,,,,,,,,,Not really,,,Not really,,,"Yes, I feel the Excel component of Lab 1 was helpful but I was already quite comfortable with Excel",,,,,
296,11-8-21 18:15:44,11-8-21 18:21:57,anonymous,,,,"It's frustrating because other people in my group don't turn on their camera and/or unmute.
;It is hard for me to participate because I can't turn on my camera or unmute.
;I find the time allocated to TeamUp! too long.
;",,,The TA does organize the solution and explains it. He is very messy and therefore making it difficult to catch up and follow along his steps. ,,,"At least some of the time
",,,"I like the weekly reminders.
;I like the information about the department (the last thing in the newsletter)
;The newsletter makes me feel more connected to the course.
;",,,The newsletter is a good read! Makes me part of a do chem and suffer club!,,,,,,,,,Yes,,,Somewhat not useful,,,,,,Yes,,,Somewhat useful,,,,,,Good idea for switching out different profs throughout the semester! Wished there was more help available and TUTs should be more of an open discussion for help and clarifying information in the lecture learnt prior. Make attendance mandatory....,,,It left me more confused then when I started,,,Not really,,,"No, I don't feel the Excel component of Lab 1 helped me complete the Excel components of the other CHM135 labs",,,"Lab 1 was understandable after going to numerous office hours and help session. That should not be needed as instructions should have been more orgnaized and straightforward. Moreover, the TAs who host the live labs sessions do not go over what the lab entails rather they teach a concept that was already taught in the lectures. Completely useless!",,
297,11-8-21 19:46:25,11-8-21 19:56:45,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;I like the discussion board links.
;I like the advice from former students.
;I like the information about the department (the last thing in the newsletter)
;The newsletter makes me feel more connected to the teaching team.
;The newsletter makes me feel more connected to the course.
;",,,,,,,,,,,,Yes,,,Extremely useful,,,Please keep doing it!,,,Yes,,,Extremely useful,,,Extremely kind of you!,,,"The time for the test is somewhat short, as such it hampers creative interpretation and solutions to questions. While there are shorter ways to solve a question, I find out that I arbitrarily use far more elaborate methods which get the same answer because they follow a logical approach. However, the time constraints make it impossible for me to answer questions that I don't already know how to approach yet.",,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
298,11-8-21 20:03:56,11-8-21 20:04:51,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It has let me get to know some of my classmates.
;",,,,,,"At least some of the time
",,,"I like the tips from the teaching team.
;I like the weekly reminders.
;I like the pictures!
;I like the advice from former students.
;I like the information about the department (the last thing in the newsletter)
;The newsletter makes me feel more connected to the teaching team.
;The newsletter makes me feel more connected to the course.
;",,,,,,,,,,,,No,,,,,,,,,Yes,,,Somewhat useful,,,,,,,,,"Yes, but I was already quite confident",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
299,11-8-21 21:02:25,11-8-21 21:02:34,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It has let me get to know some of my classmates.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;I like the discussion board links.
;I like the advice from former students.
;The newsletter makes me feel more connected to the teaching team.
;The newsletter makes me feel more connected to the course.
;",,,,,,,,,,,,No,,,,,,,,,No,,,,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"No, I don't feel the Excel component of Lab 1 helped me complete the Excel components of the other CHM135 labs",,,,,
300,11-8-21 23:33:26,11-8-21 23:40:26,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;",,,,,,"At least some of the time
",,,"I like the weekly reminders.
;I like the pictures!
;I like the tips from the teaching team.
;The newsletter makes me feel more connected to the course.
;",,,,,,,,,,,,Yes,,,Somewhat useful,,,,,,No,,,,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
301,11-9-21 12:24:37,11-9-21 12:27:14,anonymous,,,,"I find it useful to see past test questions.
;",,,,,,"At least some of the time
",,,"I like the weekly reminders.
;I like the tips from the teaching team.
;I like the information about the department (the last thing in the newsletter)
;The newsletter makes me feel more connected to the course.
;",,,,,,,,,,,,Yes,,,Somewhat useful,,,,,,Yes,,,Somewhat not useful,,,"I think that the skills taught might not be as applicable for us, especially as students. It would be great to have advise on how to understand concepts better",,,"I appreciate how the teaching teams are very concerned or hands-on when it comes to teaching, especially with the first test!",,,"Yes, I feel much more confident using Excel",,,"Yes, but I was already quite confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
302,11-9-21 12:48:13,11-9-21 12:49:36,anonymous,,,,"I find it useful to see past test questions.
;",,,,,,No,,,,,,,,,"I am overwhelmed with other things.
",,,,,,No,,,,,,,,,Yes,,,Somewhat not useful,,,,,,,,,"Yes, but I was already quite confident",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
